,test_num,biased_t_prob,biased_bartlett_prob,cm_t_prob,cm_bartlett_prob,declus_t_prob,declus_bartlett_prob
119,119.0,0.3609507351283885,0.08979203821264976,0.7504824263797157,0.010071926164551874,0.0431101889837216,2.6647033532080233e-85
120,120.0,0.9607038772434964,0.1732230147847151,0.5195085654449834,0.25335048671743843,0.05122063645297913,2.1124426019893458e-108
121,121.0,0.4907999496025621,0.8884359377968613,0.547545483096807,0.5944288815984005,0.041664277172187944,1.1292432839450921e-70
122,122.0,0.3765208736435467,0.023265038531697542,0.21753269022231983,0.09516161295053531,0.01486612560688168,3.518758287908321e-83
123,123.0,0.6377028853943922,0.6464063582114579,0.3721948750848171,0.7501188775593659,0.21132449122503968,5.795579901019781e-87
124,124.0,0.6261411721870075,0.991784051346293,0.8061385838415586,0.46469983739396836,0.2471069900785824,7.368139022658164e-67
125,125.0,0.08706701606761107,0.8105761098812809,0.1801119487424704,0.8805280472269817,0.03257250534233541,3.112520766857035e-141
126,126.0,0.07420143704212727,0.028994785141098742,0.0982982459028125,0.02602809625187505,0.01157868111117083,8.531911908915896e-75
127,127.0,0.3126142117006431,0.709530213880925,0.1617972563618712,0.5286382398342007,0.01145654272273328,1.6218349432270554e-85
128,128.0,0.8039132804549483,0.8513639080045227,0.5771548183659174,0.7810429464417259,0.05140566925603434,1.3297069518776462e-92
129,129.0,0.3305531238016729,0.2459009218232533,0.4255661583031428,0.6679070568082797,0.05855689987250386,3.639641054958564e-104
130,130.0,0.3390881714031253,0.7308639735321298,0.175152932221434,0.8998061687474711,0.016821954143844027,1.882612366269465e-67
131,131.0,0.7036457409314634,0.5824673359328749,0.4937982906865612,0.6963833769016711,0.9983302146987465,1.2159795723267387e-87
132,132.0,0.32447272200922883,0.4053994187482257,0.14563498099338218,0.9025843159881465,0.013783930639335078,7.508355145509111e-134
133,133.0,0.21393117304753378,0.4127722373326914,0.32936349899138084,0.5825673566420796,0.673693912544572,1.8804202898317162e-134
134,134.0,0.9546859227014883,0.07152796440976068,0.7795696256143412,0.13858321871367277,0.0852866013567619,1.5217882078002227e-77
135,135.0,0.060187499932365746,0.7373039463218362,0.2060898992147487,0.7396382742549008,0.00041273988142782707,1.141646473551736e-137
136,136.0,0.3934244382698342,0.16096951178814517,0.14677982070536472,0.42013743486814137,0.06489113844497499,1.0203174329850239e-72
137,137.0,0.052761346636316965,0.76559346635813,0.057893195828326166,0.22105552670482279,0.011961232607690924,1.1621910627132113e-61
138,138.0,0.18282353544843608,0.5851155450431818,0.4660692020106916,0.5149027183883821,0.5094231862199284,7.34770941327265e-88
139,139.0,0.7425240582088598,0.43910178030661473,0.6391709005776687,0.6416015978032293,0.28024367471503886,5.59873651259286e-109
140,140.0,0.7039044160393557,0.2436091913456312,0.6358058635681102,0.5269434930018485,0.43007455213295254,1.7026248317600887e-119
141,141.0,0.8708398808932392,0.8127821177753313,0.6628577457114714,0.4436124537177305,0.0931817209870558,2.1713603849860332e-122
142,142.0,0.4796141681344869,0.736324208353594,0.9807275065851158,0.5612421609348657,0.5806588919452579,6.386098524758838e-103
143,143.0,0.08137612199511805,0.9881016892241898,0.45486951848177826,0.9558153488875365,0.04923039546375551,6.48336422066609e-63
144,144.0,0.0001072643844532316,0.6667867910697611,0.00849309274013577,0.606586443669888,0.05385805260207609,4.940657547839419e-104
145,145.0,0.6035979042111945,0.7643460838343739,0.4007745092189393,0.3705000002247413,0.26663759306587914,1.489847078266597e-135
146,146.0,0.20832545691806348,0.5867232588265998,0.6922374686568322,0.26844697507865933,0.6912819141467251,1.0288663361121279e-173
147,147.0,0.5916720475825841,0.43430922383809756,0.6745076275211059,0.1910336220034984,0.12110371373803161,9.0250177300097e-73
148,148.0,0.9000859875097083,0.14884849556944124,0.9156084966872682,0.6443094538881626,0.44693411409059347,4.95600099511745e-64
149,149.0,0.8808338477233765,0.6812036857684243,0.7299939875865532,0.43734241076810276,0.24014019818057342,4.0866476373628956e-103
150,150.0,0.8743702532215696,0.6924053975570121,0.8589244682598131,0.497379952498181,0.030038415348054355,1.6246447327031414e-77
151,151.0,0.10383630771476184,0.536750085700063,0.18456110336392836,0.5119914766649742,0.3629508577879521,1.2912007395736824e-105
152,152.0,0.3942168086485257,0.012037863558022308,0.25879391037838273,0.02418521347302265,0.9410831624010745,3.212968124371013e-38
153,153.0,0.7059512787101329,0.4243016672264699,0.7729554908869111,0.38221180742529726,0.4576711884748861,1.5550265778177835e-44
154,154.0,0.7030558532093287,0.3425680784057329,0.4728351635441398,0.13032911399257852,0.23298076474139798,1.748256285091952e-153
155,155.0,0.5657764145740385,0.41032467193452016,0.6874891180876364,0.12160541108511914,0.08124273373721651,1.4619405876339485e-115
156,156.0,0.8333214551320248,0.7977566707514941,0.6279668671855327,0.7992349969976389,0.2953207609808137,1.216382015263888e-108
157,157.0,0.9794443249869313,0.38553753185878725,0.6877329686059388,0.8614043000209164,0.23334165959272685,1.200217118208226e-19
158,158.0,0.16849263239244386,0.385924322372034,0.31701039470295694,0.9224337479804914,0.007045729775741332,4.717806624351672e-79
159,159.0,0.32006924937845593,0.14938285336021032,0.7072132785312555,0.1513836183433347,0.030575997497747344,4.873101467011198e-28
160,160.0,0.794550397549926,0.3821191992426265,0.7170526949599288,0.6965731210718389,0.5745097960032097,1.9155344435400585e-59
161,161.0,0.4718519421537528,0.4604962650651516,0.6406558495810885,0.525931454342067,0.017316968983522123,1.3671176995308013e-125
162,162.0,0.4145897682391182,0.10983945359868871,0.6082927081107317,0.13013579878773227,0.41633830353881096,3.6933402416249633e-106
163,163.0,0.6403523173515298,0.862011564775929,0.8833106353808788,0.15447841906445617,0.544152951622442,4.2620057084076605e-115
164,164.0,0.9604713297783491,0.9377440889748709,0.6377672057018532,0.9084262864576418,0.3012074886441511,2.934258836945599e-143
165,165.0,0.7933273143026451,0.8381638684457651,0.8859190410641755,0.8821895293507792,0.11164642718538371,2.5439386604963173e-86
166,166.0,0.9799907055529924,0.23822189070638486,0.7301643911506779,0.868759079980694,0.11499523643082862,1.231090516979449e-71
167,167.0,0.5425819520818904,0.531630669096158,0.19723730181280044,0.7446721434798456,0.3005864013041047,1.3328827478273316e-119
168,168.0,0.6309365062241907,0.9696184175794962,0.47913733609545517,0.861498612303302,0.21949236605173952,1.6387379975909797e-126
169,169.0,0.14220141258629682,0.8386462697672206,0.5674680118708187,0.33587251850582933,0.8177547894890208,3.6614861577371e-175
170,170.0,0.18887697212989174,0.738427847753439,0.2741605925643672,0.7521412528968978,0.6166314917680077,3.2482411861561124e-138
171,171.0,0.6026651066855536,0.04221462969929096,0.7613510113855275,0.1534996093451887,0.6489776723026723,0.0019901390100926794
172,172.0,0.11777099592008577,0.5902204257899923,0.611230677682919,0.864632987573241,0.7514613704730694,3.885104151692934e-49
173,173.0,0.6255106812848514,0.9860844863842281,0.16019016296634703,0.8858558878009269,0.4448012403647421,4.6761645615661155e-118
174,174.0,0.2060660538713293,0.31532717340776073,0.12744814081278197,0.9113734893435416,0.9535995053366546,4.8020479994631835e-93
175,175.0,0.3790726090724347,0.0008775558262825981,0.39497216202615015,0.0016989767390878654,0.06149981699871572,4.348531795523056e-85
176,176.0,0.7262820796937975,0.23810681502500464,0.9013613509570726,0.22597026350819377,0.1466997361362691,9.747157053534553e-97
177,177.0,0.3697809240279766,0.2764978924462713,0.3481508360069523,0.1640883471266438,0.06315105061819354,2.894706031209028e-73
178,178.0,0.580926353459107,0.0698876099518974,0.10484016512506349,0.7233499099999782,0.2760270127018595,3.802743614606731e-60
179,179.0,0.5548396127064132,0.7238206726776063,0.8180106348297994,0.25664690777794025,0.08287831426878176,6.495460977245588e-167
180,180.0,0.07501247025749738,0.4298869344120576,0.1895876926352214,0.2509707926592804,0.019130845346343097,1.4703588062324637e-106
181,181.0,0.4825973090621306,0.04757692916708231,0.9452719619225066,0.14496558873216162,0.029478659670676057,2.891690516623521e-101
182,182.0,0.21643205503398244,0.8379233475483354,0.5714613175592269,0.9332550976654026,0.36533732985188927,6.222734296448352e-91
183,183.0,0.3323977971921648,0.14052705619604078,0.4516159000133244,0.3243161542046533,0.6439619109947412,3.419768536366199e-35
184,184.0,0.8752467473036467,0.9279699675002557,0.7596813861040703,0.7325424248409089,0.24274594525244755,4.1959489993426204e-65
185,185.0,0.9380699546997456,0.34866689205602175,0.9389656651479484,0.3128452725544948,0.10480062299466608,9.403793585847969e-67
186,186.0,0.8097511456547262,0.35746341528103664,0.949187409035869,0.6086960896457105,0.6719769430003099,8.503511605442313e-82
187,187.0,0.6896985997158901,0.8361648864500364,0.9478475179010319,0.7898483739961458,0.08131681882804918,1.124389556993848e-87
188,188.0,0.06054777340976805,0.012255600924914442,0.18408118506072074,0.04539816911320302,0.7189346693324588,1.761459700159314e-105
189,189.0,0.45342077338519104,0.9034264415921466,0.24275686111255992,0.5288342010364964,0.3648543334016683,2.536654090074182e-136
190,190.0,0.04212699009659559,0.3099613176272622,0.09615149870496931,0.9822337959854166,0.6491933060951725,5.138094182757141e-63
191,191.0,0.9312498737627894,0.589349279536283,0.9037839755288601,0.3951059777779704,0.1607931165367834,6.969961680715092e-64
192,192.0,0.48766918557187877,0.49174359079575813,0.6391128691135062,0.8518275040177932,0.44749855883515144,1.928751633054236e-103
193,193.0,0.06117529054534386,0.05072627157531773,0.8182826047744373,0.19718139763399486,0.31384568752901687,6.466894403394939e-74
194,194.0,0.35915491796185584,0.4523913201497297,0.6480518855055648,0.835217839708531,0.7968885702961929,6.652455694229682e-117
195,195.0,0.8609943349046733,0.7012320601126454,0.8213970416890092,0.5812144231382792,0.08946786456388542,3.897916016909155e-104
196,196.0,0.2134893839330852,0.09442263279700612,0.35912805361293065,0.9580344219674468,0.6549764384705136,4.1138418724755165e-98
197,197.0,0.22108759834543687,0.5853371219566093,0.30260659177713223,0.9085448258735643,0.7322539417307579,6.965856679626476e-158
198,198.0,0.2608653574461235,0.05746842929795003,0.8716700729828833,0.08676797293638105,0.6405599116062917,8.169217087005798e-156
199,199.0,0.622049899079121,0.8523043825467573,0.30699504192781396,0.9049149695100367,0.09094530162649678,1.558461723812665e-63
200,200.0,0.8244690725006074,0.000516048312339053,0.784141556611343,0.037611268141202726,0.2641897891048353,4.458578428322003e-79
201,201.0,0.43696741439586007,0.41977506677445,0.49664241640079243,0.4034904811436759,0.006674435254678753,1.437574876049923e-143
202,202.0,0.149784229307498,0.30675871543194544,0.3550704173619741,0.08431348982994974,0.06591767352247724,2.0638008078329863e-61
203,203.0,0.27890216482643065,0.418428379891318,0.08090764636800062,0.15369484528922311,0.8086866650968142,4.7621396728513456e-88
204,204.0,0.6598654559531738,0.5557546642767928,0.7971997884742212,0.933812204092406,0.3067609971312435,1.666892621295076e-139
205,205.0,0.07719804303036015,0.08628610357573781,0.213254496378628,0.12313823469019143,0.017116631979536237,5.249679240311179e-85
206,206.0,0.26402691647054966,0.7102864366366526,0.18590696276631996,0.49855495458617016,0.5580613811083039,2.7674535347814944e-75
207,207.0,0.19616589438028062,0.909494090205318,0.5188607337032016,0.43220109656664574,0.9598065649238994,5.919192863694973e-74
208,208.0,0.3017032666015224,0.4896926664629493,0.38557258714208076,0.7166530265791969,0.1480543696587845,8.33357976537076e-103
209,209.0,0.7172602866818723,0.023483511223237833,0.6128039338064861,0.08247903522872571,0.2550977002146774,1.4696012912348492e-72
210,210.0,0.017160619071324573,0.8541285042634914,0.04255423682213536,0.166413887238407,0.4695310952037499,1.5305068080480207e-99
211,211.0,0.3986852129061964,0.43778798637461735,0.7415208194570609,0.09626110529277704,0.6290926316469185,6.235602879948762e-70
212,212.0,0.21568530575282877,0.29032185040982567,0.3977573916592845,0.42082393475816393,0.9361861617620795,8.91750848235644e-77
213,213.0,0.8484081218528018,0.162234212772529,0.3143092894180248,0.9339312478717445,0.06700640294480467,1.01292397047197e-123
214,214.0,0.7986486718520153,0.08923640854981808,0.9346651989119126,0.16500756421783552,0.28045298347596265,3.5270496745967336e-64
215,215.0,0.503306756298511,0.19362629763401115,0.48529055443735614,0.09108202558918466,0.16179459662408482,4.155366444621261e-78
216,216.0,0.03304472130129876,0.2697013049513419,0.2607011242059926,0.2990595520541893,0.29803151528019767,8.788624915885504e-175
217,217.0,0.057849689730261826,0.37365944605264656,0.16539466611970974,0.7507398452155394,0.009305765026699116,1.5566576287297748e-71
218,218.0,0.14616774124384732,0.32421631697162145,0.6563312192316209,0.4838022249881715,0.019864329651516216,2.2996316852232393e-93
219,219.0,0.22780772319602544,0.7564755673893289,0.08195338683846928,0.977881667916283,0.007351102372819429,6.106227619204444e-134
220,220.0,0.266957682278906,0.6119752251871653,0.7066739638906152,0.7897169368727279,0.015544735161822908,5.645348964957198e-107
